Bin_Center,Count
1.968257966158203089e+03,9.590000000000000000e+02
1.968259021598762047e+03,8.750000000000000000e+02
1.968260058124390753e+03,8.390000000000000000e+02
1.968261076109470196e+03,8.380000000000000000e+02
1.968262075920974894e+03,8.590000000000000000e+02
1.968263057918618870e+03,8.970000000000000000e+02
1.968264022454999122e+03,8.720000000000000000e+02
1.968264969875735915e+03,8.410000000000000000e+02
1.968265900519611932e+03,8.640000000000000000e+02
1.968266814718705518e+03,8.340000000000000000e+02
1.968267712798525281e+03,8.580000000000000000e+02
1.968268595078138333e+03,8.050000000000000000e+02
1.968269461870298983e+03,8.360000000000000000e+02
1.968270313481572202e+03,7.580000000000000000e+02
1.968271150212457542e+03,8.360000000000000000e+02
1.968271972357507821e+03,8.250000000000000000e+02
1.968272780205447361e+03,7.930000000000000000e+02
1.968273574039286814e+03,8.250000000000000000e+02
1.968274354136436614e+03,8.390000000000000000e+02
1.968275120768817942e+03,7.520000000000000000e+02
1.968275874202969817e+03,7.920000000000000000e+02
1.968276614700157552e+03,8.050000000000000000e+02
1.968277342516475528e+03,8.010000000000000000e+02
1.968278057902950422e+03,8.180000000000000000e+02
1.968278761105641024e+03,8.060000000000000000e+02
1.968279452365736006e+03,7.660000000000000000e+02
1.968280131919651467e+03,7.990000000000000000e+02
1.968280799999124156e+03,7.930000000000000000e+02
1.968281456831305150e+03,7.560000000000000000e+02
1.968282102638848755e+03,7.960000000000000000e+02
1.968282737640004143e+03,7.380000000000000000e+02
1.968283362048699473e+03,7.150000000000000000e+02
1.968283976074630118e+03,7.680000000000000000e+02
1.968284579923340061e+03,7.560000000000000000e+02
1.968285173796306481e+03,7.690000000000000000e+02
1.968285757891017283e+03,7.420000000000000000e+02
1.968286332401052960e+03,7.540000000000000000e+02
1.968286897516161844e+03,7.270000000000000000e+02
1.968287453422336512e+03,7.530000000000000000e+02
1.968288000301888587e+03,6.600000000000000000e+02
1.968288538333520364e+03,7.140000000000000000e+02
1.968289067692398021e+03,7.130000000000000000e+02
1.968289588550220287e+03,7.100000000000000000e+02
1.968290101075287112e+03,7.390000000000000000e+02
1.968290605432566736e+03,6.820000000000000000e+02
1.968291101783763224e+03,6.760000000000000000e+02
1.968291590287378767e+03,7.270000000000000000e+02
1.968292071098778479e+03,6.670000000000000000e+02
1.968292544370252244e+03,7.170000000000000000e+02
1.968293010251075202e+03,6.750000000000000000e+02
1.968293468887567769e+03,6.210000000000000000e+02
1.968293920423153850e+03,6.570000000000000000e+02
1.968294364998418587e+03,6.490000000000000000e+02
1.968294802751164070e+03,6.680000000000000000e+02
1.968295233816464133e+03,6.580000000000000000e+02
1.968295658326719604e+03,6.350000000000000000e+02
1.968296076411710146e+03,6.040000000000000000e+02
1.968296488198645420e+03,7.000000000000000000e+02
1.968296893812218059e+03,6.310000000000000000e+02
1.968297293374652099e+03,6.010000000000000000e+02
1.968297687005751413e+03,6.570000000000000000e+02
1.968298074822948820e+03,6.290000000000000000e+02
1.968298456941352242e+03,6.190000000000000000e+02
1.968298833473790864e+03,6.300000000000000000e+02
1.968299204530860379e+03,6.300000000000000000e+02
1.968299570220967325e+03,6.040000000000000000e+02
1.968299930650371607e+03,6.200000000000000000e+02
1.968300285923229694e+03,6.640000000000000000e+02
1.968300636141636005e+03,6.300000000000000000e+02
1.968300981405664515e+03,6.030000000000000000e+02
1.968301321813407412e+03,6.340000000000000000e+02
1.968301657461015111e+03,5.850000000000000000e+02
1.968301988442734455e+03,5.790000000000000000e+02
1.968302314850946686e+03,5.710000000000000000e+02
1.968302636776203826e+03,5.570000000000000000e+02
1.968302954307265509e+03,6.200000000000000000e+02
1.968303267531133997e+03,5.830000000000000000e+02
1.968303576533089199e+03,6.030000000000000000e+02
1.968303881396722545e+03,6.050000000000000000e+02
1.968304182203970868e+03,5.950000000000000000e+02
1.968304479035148461e+03,5.470000000000000000e+02
1.968304771968980049e+03,5.940000000000000000e+02
1.968305061082631255e+03,6.090000000000000000e+02
1.968305346451740434e+03,5.690000000000000000e+02
1.968305628150448229e+03,5.250000000000000000e+02
1.968305906251427132e+03,5.470000000000000000e+02
1.968306180825911269e+03,5.890000000000000000e+02
1.968306451943724824e+03,5.970000000000000000e+02
1.968306719673308862e+03,5.830000000000000000e+02
1.968306984081749761e+03,5.800000000000000000e+02
1.968307245234805578e+03,5.990000000000000000e+02
1.968307503196932430e+03,5.870000000000000000e+02
1.968307758031310641e+03,5.450000000000000000e+02
1.968308009799869296e+03,5.510000000000000000e+02
1.968308258563311711e+03,5.630000000000000000e+02
1.968308504381138846e+03,5.670000000000000000e+02
1.968308747311674324e+03,5.900000000000000000e+02
1.968308987412086481e+03,5.940000000000000000e+02
1.968309224738411558e+03,5.930000000000000000e+02
1.968309459345577125e+03,6.090000000000000000e+02
1.968309691287422993e+03,5.680000000000000000e+02
1.968309920616722593e+03,5.790000000000000000e+02
1.968310147385204800e+03,5.710000000000000000e+02
1.968310371643574399e+03,5.880000000000000000e+02
1.968310593441532092e+03,5.730000000000000000e+02
1.968310812827794734e+03,6.060000000000000000e+02
1.968311029850114210e+03,6.000000000000000000e+02
1.968311244555297435e+03,5.630000000000000000e+02
1.968311456989224553e+03,5.820000000000000000e+02
1.968311667196866665e+03,6.370000000000000000e+02
1.968311875222305389e+03,6.180000000000000000e+02
1.968312081108748998e+03,6.310000000000000000e+02
1.968312284898550388e+03,6.310000000000000000e+02
1.968312486633224125e+03,5.730000000000000000e+02
1.968312686353462141e+03,6.480000000000000000e+02
1.968312884099151233e+03,7.000000000000000000e+02
1.968313079909388762e+03,6.320000000000000000e+02
1.968313273822497194e+03,6.240000000000000000e+02
1.968313465876040709e+03,6.770000000000000000e+02
1.968313656106839517e+03,6.560000000000000000e+02
1.968313844550985323e+03,6.880000000000000000e+02
1.968314031243854515e+03,6.200000000000000000e+02
1.968314216220122944e+03,6.920000000000000000e+02
1.968314399513780700e+03,7.080000000000000000e+02
1.968314581158144392e+03,6.930000000000000000e+02
