Bin_Center,Count
1.869605493181442398e+03,5.120000000000000000e+02
1.869605819170158611e+03,5.180000000000000000e+02
1.869606140684412821e+03,4.850000000000000000e+02
1.869606457812789358e+03,5.140000000000000000e+02
1.869606770642118590e+03,4.860000000000000000e+02
1.869607079257512851e+03,5.130000000000000000e+02
1.869607383742398724e+03,5.000000000000000000e+02
1.869607684178551608e+03,4.760000000000000000e+02
1.869607980646129363e+03,4.670000000000000000e+02
1.869608273223701417e+03,4.630000000000000000e+02
1.869608561988283100e+03,4.860000000000000000e+02
1.869608847015364972e+03,4.550000000000000000e+02
1.869609128378943296e+03,4.620000000000000000e+02
1.869609406151548683e+03,4.390000000000000000e+02
1.869609680404277697e+03,4.910000000000000000e+02
1.869609951206817868e+03,4.410000000000000000e+02
1.869610218627477934e+03,4.660000000000000000e+02
1.869610482733214212e+03,4.370000000000000000e+02
1.869610743589657886e+03,4.650000000000000000e+02
1.869611001261140700e+03,4.410000000000000000e+02
1.869611255810720650e+03,4.590000000000000000e+02
1.869611507300207904e+03,4.640000000000000000e+02
1.869611755790188454e+03,4.350000000000000000e+02
1.869612001340049574e+03,4.410000000000000000e+02
1.869612244008002108e+03,4.040000000000000000e+02
1.869612483851105480e+03,4.350000000000000000e+02
1.869612720925288158e+03,4.490000000000000000e+02
1.869612955285373118e+03,4.390000000000000000e+02
1.869613186985096490e+03,4.020000000000000000e+02
1.869613416077131205e+03,4.180000000000000000e+02
1.869613642613107913e+03,3.830000000000000000e+02
1.869613866643634537e+03,4.180000000000000000e+02
1.869614088218316738e+03,4.200000000000000000e+02
1.869614307385779284e+03,4.460000000000000000e+02
1.869614524193682882e+03,4.070000000000000000e+02
1.869614738688746002e+03,4.020000000000000000e+02
1.869614950916761472e+03,4.200000000000000000e+02
1.869615160922615360e+03,4.070000000000000000e+02
1.869615368750305606e+03,4.510000000000000000e+02
1.869615574442958859e+03,3.960000000000000000e+02
1.869615778042848433e+03,4.110000000000000000e+02
1.869615979591409541e+03,4.390000000000000000e+02
1.869616179129258398e+03,4.270000000000000000e+02
1.869616376696205862e+03,4.100000000000000000e+02
1.869616572331275847e+03,3.940000000000000000e+02
1.869616766072718747e+03,4.240000000000000000e+02
1.869616957958028024e+03,3.960000000000000000e+02
1.869617148023954769e+03,4.270000000000000000e+02
1.869617336306522702e+03,4.170000000000000000e+02
1.869617522841041591e+03,4.090000000000000000e+02
1.869617707662123394e+03,4.390000000000000000e+02
1.869617890803693399e+03,3.770000000000000000e+02
1.869618072299006144e+03,4.060000000000000000e+02
1.869618252180657691e+03,3.880000000000000000e+02
1.869618430480598363e+03,4.040000000000000000e+02
1.869618607230145699e+03,3.690000000000000000e+02
1.869618782459998329e+03,3.570000000000000000e+02
1.869618956200245975e+03,3.470000000000000000e+02
1.869619128480382869e+03,3.910000000000000000e+02
1.869619299329319801e+03,3.790000000000000000e+02
1.869619468775394353e+03,4.050000000000000000e+02
1.869619636846383855e+03,4.030000000000000000e+02
1.869619803569514715e+03,3.670000000000000000e+02
1.869619968971475373e+03,3.850000000000000000e+02
1.869620133078425170e+03,3.760000000000000000e+02
1.869620295916005944e+03,4.110000000000000000e+02
1.869620457509350899e+03,3.510000000000000000e+02
1.869620617883096884e+03,3.940000000000000000e+02
1.869620777061392118e+03,4.010000000000000000e+02
1.869620935067907112e+03,3.530000000000000000e+02
